job_title,company_name,location,start_date,ctc,experience,posted
CUSTOMER RELATIONSHIP MANAGER SALES,Stareye Media & Entertainment Private Limited,Ahmedabad,Start Immediately,"2,00,000 - 3,00,000",0-5 years,"2 days ago


Be an early applicant"
Digital Marketing Executive,Vritti Solution Limited,Coimbatore,Start Immediately,"2,00,000 - 2,50,000",1-3 years,"3 days ago


Be an early applicant"
Digital Marketing Executive,Mobavenue Media Private Limited,Mumbai,Start Immediately,"2,50,000 - 3,50,000",0-2 years,4 days ago
Jr Video Editing And Production Specialist,Peppermint Communications Private Limited,"Bhiwandi, Thane, Ambernath, Ulhasnagar, Dombivli, Kalyan, Karjat",Start Immediately,"2,40,000 - 3,00,000",0-2 years,"1 day ago


Be an early applicant"
Executive Assistant,Peppermint Communications Private Limited,"Ulhasnagar, Thane, Dombivli, Kalyan, Ambernath, Bhiwandi",Start Immediately,"2,00,000 - 3,00,000",0-3 years,"2 days ago


Be an early applicant"
Manual Jewelry Designer,Axe Consultancy And Security Services LLC,Surat,Start Immediately,"2,00,000",0-2 years,"2 days ago


Be an early applicant"
Associate Video Editor,K4 Media & Technologies,Jaipur,Start Immediately,"2,00,000 - 3,00,000",0-5 years,"2 days ago


Be an early applicant"
Field Sales Executive,PatilKaki,Navi Mumbai,Start Immediately,"2,00,000 - 2,50,000",1-2 years,"3 days ago


Be an early applicant"
Junior Sales Executive,Tring,"Thane, Navi Mumbai, Mumbai, Panvel",Start Immediately,"2,00,000 - 3,00,000",0-2 years,"1 day ago


Be an early applicant"
Digital Marketing Executive,Akrati Jewels Incorporation,Jaipur,Start Immediately,"2,00,000 - 2,40,000",0-2 years,"2 days ago


Be an early applicant"
Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Guwahati,Start Immediately,"2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Marketing Executive,MAG Finserv,Pune,Start Immediately,"2,40,000 - 3,00,000",1-3 years,"2 days ago


Be an early applicant"
Front Desk And Admin Executive,Shemrock & Shemford Group Of Schools,Gurgaon,Start Immediately,"2,40,000 - 4,20,000",1-4 years,3 days ago
Graphic Designer & Video Editor,The BrowMasters,Mumbai,Start Immediately,"4,00,000 - 6,00,000",1-5 years,4 days ago
Business Development Associate,VerveSchool,Bhopal,Start Immediately,"6,00,000 - 8,00,000",0-1 years,4 days ago
Corporate Sales Executive,Red Cube Digital Media Private Limited,Delhi,Start Immediately,"5,00,000",2 years,"5 days ago


Be an early applicant"
Business Development Executive,Fusion Beauty,Delhi,Start Immediately,"2,40,000 - 5,00,000",1-5 years,"2 days ago


Be an early applicant"
Business Development Associate (Mumbai),IB Cricket,"Thane, Navi Mumbai, Mumbai",Start Immediately,"3,00,000 - 5,00,000",0-2 years,"2 days ago


Be an early applicant"
Business Development Associate,Careers360,Gurgaon,Start Immediately,"2,50,000 - 4,50,000",0-1 years,3 days ago
Field Fundraiser - Greenpeace NGO,Direct Dialogue Initiatives India Private Limited,Bangalore,Start Immediately,"3,00,000 - 3,50,000",0-3 years,"3 days ago


Be an early applicant"
Field Sales Executive,Vritti Solution Limited,Kota,Start Immediately,"2,00,000 - 2,40,000",0-1 years,"3 days ago


Be an early applicant"
Back Office Executive,Axe Consultancy And Security Services LLC,Surat,Start Immediately,"2,00,000 - 2,00,001",0-2 years,"2 days ago


Be an early applicant"
Customer Service Executive,GetWork,Delhi,Start Immediately,"2,00,000 - 2,40,000",0-2 years,2 days ago
Audit And Accounts Executive,MAG Finserv,Pune,Start Immediately,"2,40,000 - 3,00,000",1-3 years,"2 days ago


Be an early applicant"
Associate Content Writer,K4 Media & Technologies,Jaipur,Start Immediately,"2,00,000",0-5 years,"2 days ago


Be an early applicant"
Bolt Operator And Assitant,Bonanza Portfolio Limited,Kalyan,Start Immediately,"2,00,000 - 2,50,000",1-5 years,"3 days ago


Be an early applicant"
Business Development Executive,Able Jobs,Bangalore,Start Immediately,"3,00,000 - 4,00,000",0-4 years,"4 days ago


Be an early applicant"
Senior Associate - Trainings Content Development,Internshala Trainings,Gurgaon,Start Immediately,"5,00,000 - 6,00,000",1-2 years,"1 day ago


Be an early applicant"
Business Development Executive,Xboom Utilities Private Limited,Delhi,Start Immediately,"3,60,000 - 5,00,000",0-5 years,1 day ago
Business Development Manager,Fusion Beauty,Delhi,Start Immediately,"3,00,000 - 6,00,000",1-5 years,"2 days ago


Be an early applicant"
Client Relationship Manager,Fusion Beauty,Delhi,Start Immediately,"3,00,000 - 6,00,000",1-5 years,"2 days ago


Be an early applicant"
Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Kolkata,Start Immediately,"2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Field Fundraiser,Direct Dialogue Initiatives India Private Limited,Hyderabad,Start Immediately,"3,00,000 - 3,50,000",0-3 years,2 days ago
Advocate,IRA Consulting,"Thane, Navi Mumbai, Dombivli, Kalyan, Mumbai, Virar, Vashi, Vasai, Bhiwandi, Bandra",Start Immediately,"3,00,000 - 4,00,000",1-2 years,"3 days ago


Be an early applicant"
Customer Service Associate,The Banyan Tee,Bhopal,Start Immediately,"2,00,000",0-2 years,1 week ago
ERP Implementation Executive ( Location Mumbai Malad),Vritti Solution Limited,Mumbai,Start Immediately,"2,00,000 - 2,10,000",0-1 years,"3 days ago


Be an early applicant"
Graphic Designer,Blue Rose Publishers,"Delhi, Noida",Start Immediately,"2,00,000 - 3,00,000",1-2 years,3 days ago
Associate Graphic Designer,FlytBase Labs,Pune,Start Immediately,"4,00,000 - 8,00,000",1-5 years,3 days ago
Admission Sales Manager,The BrowMasters,Mumbai,Start Immediately,"4,80,000 - 8,00,000",1-5 years,"4 days ago


Be an early applicant"
Business Development Associate,AajNeeti,Noida,Start Immediately,"3,00,000 - 4,50,000",0-1 years,4 days ago
Telecaller,Able Jobs,Bangalore,Start Immediately,"3,00,000 - 4,00,000",0-5 years,"4 days ago


Be an early applicant"
Business Development Executive,SkilloVilla Technologies Private Limited,Bangalore,Start Immediately,"4,50,000 - 9,00,000",0-3 years,1 day ago
Editorial Assitant,Peppermint Communications Private Limited,"Karjat, Thane, Ulhasnagar, Ambernath, Bhiwandi, Kalyan, Dombivli",Start Immediately,"2,50,000 - 4,00,000",0-3 years,"2 days ago


Be an early applicant"
Video Editor & Grpahic Designer,Nrich Learning,Chandigarh,Start Immediately,"2,00,000 - 2,50,000",1-2 years,"2 days ago


Be an early applicant"
Business Development Associate (Pune),IB Cricket,Pune,Start Immediately,"3,00,000 - 5,00,000",0-2 years,2 days ago
Digital Marketing Executive,Zedex Info Private Limited,Mumbai,Start Immediately,"2,00,000",0 years,"3 days ago


Be an early applicant"
Graphics Designer,Salty,Delhi,Start Immediately,"3,00,000 - 4,00,000",1-3 years,3 days ago
Sales Manager Or Sr. Sales Manager,Zigsaw Consultancy,Delhi,Start Immediately,"5,00,000 - 12,00,000",2-5 years,3 days ago
Social Media Manager,Error Technologies,Hyderabad,Start Immediately,"2,00,000 - 3,00,000",1-4 years,"3 days ago


Be an early applicant"
Management Trainee (Media Sales),Vritti Solution Limited,Delhi,Start Immediately,"2,00,000 - 3,00,000",0-2 years,3 days ago
Business Development (Sales),Zigsaw Consultancy,Noida,Start Immediately,"5,00,000 - 5,10,000",0-1 years,3 days ago
Education Counselor,OckyPocky,"Gurgaon, Delhi",Start Immediately,"3,00,000 - 3,50,000",0-2 years,3 days ago
Assistant Manager-Client Servicing,Zigsaw Consultancy,Delhi,Start Immediately,"6,00,000 - 7,00,000",4-5 years,"4 days ago


Be an early applicant"
Concierge,Ukiyo Stays,Mumbai,Start Immediately,"2,00,000 - 3,00,000",1-3 years,"4 days ago


Be an early applicant"
Customer Support Manager,Fusion Beauty,Delhi,Start Immediately,"2,50,000 - 5,00,000",0-5 years,1 day ago
Customer Acquisition Executive,Guruji Astro,Jaipur,Start Immediately,"2,00,000 - 2,40,000",0-1 years,"2 days ago


Be an early applicant"
Brand Solutions Associate,Confluencr,Bangalore,Start Immediately,"3,00,000 - 6,00,000",0-2 years,2 days ago
Android App Developer,K4 Media & Technologies,Jaipur,Start Immediately,"2,00,000 - 4,00,000",0-5 years,2 days ago
US Sales Process Executive,Gigde Global Solutions Private Limited,Noida,Start Immediately,"2,00,000 - 2,64,000",0-1 years,3 days ago
Actor,Guruji Astro,Jaipur,Start Immediately,"2,00,000 - 2,40,000",0-2 years,"4 days ago


Be an early applicant"
Social Media Manager,SQ Ventures,Chennai,Start Immediately,"4,50,000 - 8,00,000",0-5 years,2 days ago
Operations Accountancy Associate,Lloyd Harrington Australia Proprietary Limited,Delhi,Start Immediately,"2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Graphic Design (Final Year Student),Trivy Technologies Private Limited,Noida,Start Immediately,"2,00,000 - 5,00,000",0-1 years,2 days ago
Accounts Executive,Disha Skill Training Services,Mumbai,Start Immediately,"2,00,000",0-1 years,3 days ago
Draftsman Mechanical Engineer,SALUJA CAD CONSULTANCY,"Gurgaon, Delhi, Noida, Faridabad",Start Immediately,"2,00,000 - 3,00,000",0-1 years,3 days ago
Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Mumbai,Start Immediately,"2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Human Resources (HR) Manager,Arista Vault,Delhi,Start Immediately,"3,00,000 - 5,00,000",1-3 years,2 days ago
Business Development Associate,Pregrad,Noida,Start Immediately,"3,50,000 - 5,00,000",0 years,3 days ago
Business Development Head,The BrowMasters,Mumbai,Start Immediately,"5,00,000 - 9,50,000",2-5 years,"3 days ago


Be an early applicant"
Telecaller,Buy Your Own Bungalow,Delhi,Start Immediately,"2,00,000 - 2,40,000",0-1 years,3 days ago
Marketing & Sales Executive,Zigsaw Consultancy,Ludhiana,Start Immediately,"5,00,000 - 5,10,000",1 year,"4 days ago


Be an early applicant"
Content Writer,Fusion Beauty,Delhi,Start Immediately,"3,00,000 - 5,00,000",1-5 years,"2 days ago


Be an early applicant"
Junior Social Media Marketing Manager,Akrati Jewels Incorporation,Jaipur,Start Immediately,"2,00,000 - 2,50,000",0-2 years,"2 days ago


Be an early applicant"
Face To Face Fundraiser,Direct Dialogue Initiatives India Private Limited,Chennai,Start Immediately,"3,00,000 - 3,49,998",0-2 years,"3 days ago


Be an early applicant"
Business Development Associate,Able Jobs,Bangalore,Start Immediately,"5,00,000 - 8,00,000",1-4 years,4 days ago
Video Editor,Salty,Delhi,Start Immediately,"4,00,000 - 5,00,000",1-3 years,"3 days ago


Be an early applicant"
Holiday Advisor,Zigsaw Consultancy,Gurgaon,Start Immediately,"5,00,000 - 7,00,000",1-5 years,4 days ago
Front Office Executive,DRA Realty Private Limited,Bangalore,Start Immediately,"3,00,000 - 3,50,000",1-2 years,4 days ago
Creative Content Writer,Fusion Beauty,Delhi,Start Immediately,"2,00,000 - 4,50,000",0-5 years,1 day ago
Associate Video Editor,Blue Rose Publishers,"Noida, Delhi",Start Immediately,"2,64,000 - 3,50,000",1-2 years,"2 days ago


Be an early applicant"
Business Development Associate,SQ Ventures,Chennai,Start Immediately,"4,50,000 - 7,50,000",0-5 years,3 days ago
Face To Face Fundraiser,Direct Dialogue Initiatives India Private Limited,Bangalore,Start Immediately,"3,00,000 - 3,50,000",0-3 years,"3 days ago


Be an early applicant"
Embedded Systems Specialist,9 Pointers Tech Private Limited,Jaipur,Start Immediately,"2,10,000 - 5,10,000",0-3 years,3 days ago
Customer Support Executive,Able Jobs,Bangalore,Start Immediately,"2,40,000 - 3,60,000",0-3 years,3 days ago
Business Development Executive,MyFitSoul Technologies Private Limited,Delhi,Start Immediately,"2,00,000 - 3,00,000",0-5 years,4 days ago
Sales Executive,Jus Amazin Foods & Beverages Private Limited,Bangalore,Start Immediately,"2,00,000 - 2,50,000",1-3 years,"5 days ago


Be an early applicant"
Merchandiser - Lingerie & Accessories,Peppermint Communications Private Limited,Bhiwandi,Start Immediately,"2,00,000 - 3,00,000",0-3 years,"2 days ago


Be an early applicant"
Inside Sales Executive,Ukiyo Stays,Mumbai,Start Immediately,"2,00,000 - 3,00,000",1-3 years,"2 days ago


Be an early applicant"
UI/UX Designer,QuadB Tech,Ludhiana,Start Immediately,"2,00,000 - 3,00,000",0-1 years,2 days ago
Customer Success Associate,SkilloVilla Technologies Private Limited,Bangalore,Start Immediately,"3,00,000 - 4,50,000",1-3 years,3 days ago
Content Strategist,SkilloVilla Technologies Private Limited,Bangalore,Start Immediately,"5,00,000 - 5,50,000",1-4 years,1 day ago
Content Writer And Social Media Manager,PassionMojo Private Limited,Delhi,Start Immediately,"2,00,000 - 2,50,000",0-1 years,"3 days ago


Be an early applicant"
Telecalling,Fusion Beauty,Delhi,Start Immediately,"2,00,000 - 4,00,000",0-5 years,1 day ago
Human Resources (HR) Executive,Artium Academy,Mumbai,Start Immediately,"2,00,000 - 3,50,000",1-2 years,"3 days ago


Be an early applicant"
Graphic Designer,Valkyre Clothing,Mumbai,Start Immediately,"3,00,000 - 3,50,000",1-3 years,"2 days ago


Be an early applicant"
Performance Marketing Executive,Ayurveda House Private Limited,Delhi,Start Immediately,"2,16,000 - 2,40,000",0-2 years,"3 days ago


Be an early applicant"
Channel Partner Onboarding Executive,Expertrons,Mumbai,Start Immediately,"2,00,000 - 6,00,000",0-5 years,"1 day ago


Be an early applicant"
Financial Sales Executive,WeMakeScholars,"Karnataka, Jalandhar, Telangana, Kurnool, Secunderabad, Hyderabad, Visakhapatnam, Patna",Start Immediately,"3,00,000 - 3,70,000",0-1 years,3 days ago
Junior Executive And Senior Executive,IRA Consulting,Mumbai,Start Immediately,"4,00,000 - 6,00,000",1-2 years,"3 days ago


Be an early applicant"
Manager Sales Support,Six Ladders,"Navi Mumbai, Mumbai",Start Immediately,"4,00,000 - 5,00,000",0-2 years,"4 days ago


Be an early applicant"
Human Resources (HR) Executive,Peppermint Communications Private Limited,"Ulhasnagar, Kalyan, Ambernath, Thane, Dombivli, Bhiwandi",Start Immediately,"2,00,000 - 3,00,000",0-3 years,2 days ago
Junior Financial Officer,WeMakeScholars,"Chandigarh, Ranchi, Visakhapatnam, Warangal, Secunderabad, Indore, Jamshedpur, Lucknow, Hyderabad, Varanasi, Jaipur, Begumpet",Start Immediately,"3,00,000 - 3,70,000",0-1 years,2 days ago
Digital Marketing Executive,Mobavenue Media Private Limited,Mumbai,Start Immediately,"2,50,000 - 3,50,000",0-1 years,4 days ago
Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Bangalore,Start Immediately,"2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Executive Assistant,Kgraph AI Solutions Pvt Ltd,Bangalore,Start Immediately,"2,00,000 - 6,00,000",0-5 years,3 days ago
Junior Operations Associate,Universal Adventures,Noida,Start Immediately,"2,16,000 - 3,00,000",0-2 years,4 days ago
Operations Associate,Able Jobs,Bangalore,Start Immediately,"3,00,000 - 4,00,000",0-3 years,4 days ago
Junior Search Engine Optimization (SEO) Associate,RankItRight Media,Bangalore,Start Immediately,"2,50,000 - 3,00,000",0-3 years,4 days ago
Accountant,Good Homes Kitchenware LLP,Bangalore,Start Immediately,"5,00,000 - 6,00,000",2 years,4 days ago
Senior Legal Researcher,DRA Realty Private Limited,Bangalore,Start Immediately,"6,00,000 - 6,20,000",2-5 years,4 days ago
Search Engine Optimization (SEO) Executive,Fabulous Media Private Limited,Gurgaon,Start Immediately,"2,00,000 - 3,00,000",1-2 years,"5 days ago


Be an early applicant"
Content Writer,Careers360,Hyderabad,Start Immediately,"3,00,000 - 4,00,000",1-3 years,5 days ago
WordPress Developer,K4 Media & Technologies,Jaipur,Start Immediately,"2,00,000 - 4,00,000",0-5 years,2 days ago
Business Development Manager,Good Homes Kitchenware LLP,Bangalore,Start Immediately,"5,50,000 - 6,50,000",1 year,3 days ago
Financial Sales Officer,WeMakeScholars,"Vadodara, Noida, Varani, Surat, Visakhapatnam, Warangal, Secunderabad, Hyderabad, Durgapur, Ahmedabad, Delhi",Start Immediately,"3,00,000 - 3,70,000",0-1 years,4 days ago
Video Editor,WinnyTine Events,Mumbai,Start Immediately,"2,00,000 - 3,00,000",1-2 years,"6 days ago


Be an early applicant"
Associate - Corporate Sales,SkilloVilla Technologies Private Limited,Bangalore,Start Immediately,"3,00,000 - 5,00,000",0-2 years,5 days ago
Social Media Marketing Manager,Red Cube Digital Media Private Limited,Delhi,Start Immediately,"5,00,000",2 years,5 days ago
Photographer,Analystt.ai,Mumbai,Start Immediately,"2,40,000 - 4,00,000",0-5 years,"5 days ago


Be an early applicant"
Operation Executive,Upstep Academy,Mumbai,Start Immediately,"2,00,000 - 3,00,000",0-1 years,6 days ago
Associate Recruiter,Jalan Technology Consulting,Jaipur,Start Immediately,"2,40,000 - 3,00,000",1 year,6 days ago
Content Writer,Breakout,"Bangalore, Koramangala",Start Immediately,"2,40,000 - 3,00,000",1-3 years,"5 days ago


Be an early applicant"
Digital Marketing Executive,Comit Solution,Work from home,Start Immediately,"2,00,000 - 3,00,000",1-2 years,Today
Associate PHP Developer,Zedex Info Private Limited,Mumbai,Start Immediately,"2,00,000 - 2,50,000",1 year,"3 days ago


Be an early applicant"
Search Engine Optimization (SEO) Specialist,Ayurveda House Private Limited,Delhi,Start Immediately,"2,40,000 - 3,60,000",0-2 years,5 days ago
Social Media Marketer,Ayurveda House Private Limited,Delhi,Start Immediately,"2,16,000 - 2,40,000",0-2 years,5 days ago
Business Development Executive,Buy Your Own Bungalow,Delhi,Start Immediately,"2,20,000 - 2,40,000",0-1 years,"5 days ago


Be an early applicant"
Soft Skills Trainer,Kapable.club,Delhi,Start Immediately,"4,00,000 - 7,00,000",0-5 years,5 days ago
Instagram Content Mak,Analystt.ai,Mumbai,Start Immediately,"2,50,000 - 5,00,000",0-4 years,5 days ago
